locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
Synpcc7942_1670,Synpcc7942_1670,CP000100.1,,1741687,1741833,+,hypothetical protein,No COG annotation,Q31ML9,Op1262
Synpcc7942_1671,kdpC,CP000100.1,,1741836,1742447,+,potassium-transporting ATPase%2C C subunit,Inorganic ion transport and metabolism,Q31ML8,Op1261
Synpcc7942_1672,Synpcc7942_1672,CP000100.1,,1742508,1743233,+,vanY D-Ala-D-Ala carboxypeptidase. Metallo peptidase. MEROPS family M15B,Cell wall/membrane/envelope biogenesis,Q31ML7,Op1263
Synpcc7942_1673,Synpcc7942_1673,CP000100.1,,1743189,1743854,-,conserved hypothetical protein,Signal transduction mechanisms,Q31ML6,Op1264
Synpcc7942_1674,Synpcc7942_1674,CP000100.1,,1743855,1744166,-,conserved hypothetical protein,No COG annotation,Q31ML5,Op1264
Synpcc7942_1675,Synpcc7942_1675,CP000100.1,,1744281,1744766,-,conserved hypothetical protein,Function unknown,Q31ML4,Op1265
Synpcc7942_1676,Synpcc7942_1676,CP000100.1,,1744816,1745469,-,conserved hypothetical protein,No COG annotation,Q31ML3,Op1266
Synpcc7942_1677,Synpcc7942_1677,CP000100.1,,1745500,1746597,-,conserved hypothetical protein,Amino acid transport and metabolism,Q31ML2,Op1266
Synpcc7942_1678,pbsQ,CP000100.1,,1746611,1747153,-,conserved hypothetical protein,Function unknown,Q31ML1,Op1266
Synpcc7942_1679,psb28,CP000100.1,,1747252,1747590,+,photosystem II reaction center W protein,Function unknown,Q31ML0,Op1267
Synpcc7942_1680,cysA,CP000100.1,,1747842,1748858,-,Sulphate transport system permease protein 1,Inorganic ion transport and metabolism,P14788,Op1268
Synpcc7942_1681,sbpA,CP000100.1,,1749076,1750128,+,Thiosulphate-binding protein,Inorganic ion transport and metabolism,P27366,Op1269
Synpcc7942_1682,cysT,CP000100.1,,1750203,1751039,+,Sulphate transport system permease protein 2,Inorganic ion transport and metabolism,P27367,Op1269
Synpcc7942_1683,Synpcc7942_1683,CP000100.1,,1751063,1751308,+,conserved hypothetical protein,No COG annotation,P27368,Op1270
Synpcc7942_1684,cysR,CP000100.1,,1751336,1751956,+,putative transcriptional regulator%2C Crp/Fnr family,Transcription,P27369,Op1270
Synpcc7942_1685,cysW,CP000100.1,,1752002,1752862,+,Sulphate transport system permease protein 2,Inorganic ion transport and metabolism,P27370,Op1270
Synpcc7942_1686,sbpB,CP000100.1,,1753022,1754047,+,Thiosulphate-binding protein,Inorganic ion transport and metabolism,Q31MK3,Op1271
Synpcc7942_1687,cysU,CP000100.1,,1754047,1754913,+,Sulfate ABC transporter%2C permease protein CysT,Inorganic ion transport and metabolism,Q31MK2,Op1271
Synpcc7942_1688,cysV,CP000100.1,,1754913,1755773,+,Sulfate ABC transporter%2C permease protein CysW,Inorganic ion transport and metabolism,Q31MK1,Op1271
Synpcc7942_1689,rdhA,CP000100.1,,1755915,1756877,+,Rhodanese-like,Inorganic ion transport and metabolism,P27477,Op1272
Synpcc7942_1690,Synpcc7942_1690,CP000100.1,,1756898,1757137,+,hypothetical protein,No COG annotation,Q31MJ9,Op1273
Synpcc7942_1691,Synpcc7942_1691,CP000100.1,,1757155,1758315,+,hypothetical protein,Function unknown,Q31MJ8,Op1272
Synpcc7942_1692,mrr,CP000100.1,,1758418,1759329,-,mrr restriction system protein,"Replication, recombination and repair",Q31MJ7,Op1274
Synpcc7942_1693,divK,CP000100.1,,1759418,1759819,-,response regulator receiver domain protein (CheY-like),Signal transduction mechanisms,Q31MJ6,Op1275
Synpcc7942_1694,parC,CP000100.1,,1759930,1762506,+,DNA topoisomerase IV subunit A,"Replication, recombination and repair",Q31MJ5,Op1276
Synpcc7942_1695,Synpcc7942_1695,CP000100.1,,1762639,1763637,+,conserved hypothetical protein,Cell wall/membrane/envelope biogenesis,Q31MJ4,Op1277
Synpcc7942_1696,Synpcc7942_1696,CP000100.1,,1763712,1764452,-,conserved hypothetical protein,Function unknown,Q31MJ3,Op1278
Synpcc7942_1697,Synpcc7942_1697,CP000100.1,,1764611,1764892,-,Zn-finger%2C CDGSH type,Function unknown,Q31MJ2,Op1279
Synpcc7942_1698,Synpcc7942_1698,CP000100.1,,1765087,1765428,+,putative transcriptional regulator,Transcription,Q31MJ1,Op1280
Synpcc7942_1699,Synpcc7942_1699,CP000100.1,,1765464,1766852,-,MATE efflux family protein,Inorganic ion transport and metabolism,Q31MJ0,Op1281
Synpcc7942_1700,wcaG,CP000100.1,,1766905,1767849,-,GDP-fucose synthetase NAD dependent epimerase/dehydratase,Carbohydrate transport and metabolism,Q31MI9,Op1282
Synpcc7942_1701,Synpcc7942_1701,CP000100.1,,1767953,1768489,+,conserved hypothetical protein,Transcription,Q31MI8,Op1283
Synpcc7942_1702,Synpcc7942_1702,CP000100.1,,1768545,1768682,+,conserved hypothetical protein,No COG annotation,Q31MI7,Op1284
Synpcc7942_1703,ams1,CP000100.1,,1768940,1772017,-,putative alpha-mannosidase,Carbohydrate transport and metabolism,Q31MI6,Op1285
Synpcc7942_1704,Synpcc7942_1704,CP000100.1,,1772024,1772833,+,conserved hypothetical protein,No COG annotation,Q31MI5,Op1286
Synpcc7942_1705,psbI,CP000100.1,,1772946,1773065,+,photosystem II PsbI protein,"Intracellular trafficking, secretion, and vesicular transport",Q31MI4,Op1287
Synpcc7942_1706,Synpcc7942_1706,CP000100.1,,1773234,1775426,+,conserved hypothetical protein,Cell wall/membrane/envelope biogenesis,Q31MI3,Op1288
Synpcc7942_1707,ftn6,CP000100.1,,1775633,1776064,+,cell division protein Ftn6 hypothetical protein,"Replication, recombination and repair",Q31MI2,Op1289
Synpcc7942_1708,opdA,CP000100.1,,1776199,1778226,+,oligopeptidase A. Metallo peptidase. MEROPS family M03A,Amino acid transport and metabolism,Q31MI1,Op1290
Synpcc7942_1709,Synpcc7942_1709,CP000100.1,,1778348,1779889,-,Small GTP-binding protein domain,Function unknown,Q31MI0,Op1291
Synpcc7942_1710,rpoZ,CP000100.1,,1780048,1780278,+,RNA polymerase subunit omega (rpoZ),Transcription,Q31MH9,Op1292
Synpcc7942_1711,Synpcc7942_1711,CP000100.1,,1780275,1780847,+,conserved hypothetical protein,No COG annotation,Q31MH8,Op1292
Synpcc7942_1712,Synpcc7942_1712,CP000100.1,,1780853,1781218,+,conserved hypothetical protein,Function unknown,Q31MH7,Op1292
Synpcc7942_1713,mocD,CP000100.1,,1781317,1782219,+,probable hydrocarbon oxygenase MocD,Lipid transport and metabolism,Q31MH6,Op1293
Synpcc7942_1714,metX,CP000100.1,,1782216,1783232,+,homoserine O-acetyltransferase,Amino acid transport and metabolism,Q31MH5,Op1293
Synpcc7942_1715,upp,CP000100.1,,1783250,1783903,-,uracil phosphoribosyltransferase,Nucleotide transport and metabolism,Q31MH4,Op1294
Synpcc7942_1716,Synpcc7942_1716,CP000100.1,,1783939,1787655,-,diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(s),Signal transduction mechanisms,Q31MH3,Op1294
Synpcc7942_1717,glcF,CP000100.1,,1787724,1789025,-,glycolate oxidase subunit (Fe-S) protein,Energy production and conversion,Q31MH2,Op1295
Synpcc7942_1718,glcE,CP000100.1,,1789028,1790305,-,glycolate oxidase subunit GlcE,Energy production and conversion,Q31MH1,Op1295
Synpcc7942_1719,icd,CP000100.1,,1790369,1791796,-,isocitrate dehydrogenase (NADP),Energy production and conversion,Q31MH0,Op1296
Synpcc7942_1720,Synpcc7942_1720,CP000100.1,,1791952,1792392,+,conserved hypothetical protein,No COG annotation,Q31MG9,Op1297
Synpcc7942_1721,Synpcc7942_1721,CP000100.1,,1793212,1793916,-,PBS lyase HEAT-like repeat,Energy production and conversion,Q31MG8,Op1298
Synpcc7942_1722,cysP,CP000100.1,,1794143,1795228,-,Thiosulphate-binding protein,Inorganic ion transport and metabolism,Q31MG7,Op1299
Synpcc7942_1723,crtH,CP000100.1,,1795482,1797032,+,carotene isomerase,"Secondary metabolites biosynthesis, transport, and catabolism",Q31MG6,Op1300
Synpcc7942_1724,Synpcc7942_1724,CP000100.1,,1797078,1797386,-,conserved hypothetical protein,No COG annotation,Q31MG5,Op1301
Synpcc7942_1725,gntR,CP000100.1,,1797616,1799067,+,transcriptional regulator%2C GntR family,Transcription,Q31MG4,Op1302
Synpcc7942_1726,lspA,CP000100.1,,1799119,1799610,-,signal peptidase II. Aspartic peptidase. MEROPS family A08,Cell wall/membrane/envelope biogenesis,Q31MG3,Op1303
Synpcc7942_1727,bioY,CP000100.1,,1799638,1800219,-,BioY protein,Function unknown,Q31MG2,Op1303
Synpcc7942_1728,Synpcc7942_1728,CP000100.1,,1800372,1800887,+,conserved hypothetical protein,No COG annotation,Q31MG1,Op1304
Synpcc7942_1729,Synpcc7942_1729,CP000100.1,,1800893,1802005,+,potassium-transporting ATPase D chain,Signal transduction mechanisms,Q31MG0,Op1304
Synpcc7942_1730,Synpcc7942_1730,CP000100.1,,1802050,1802640,+,conserved hypothetical protein,"Post-translational modification, protein turnover, and chaperones",Q31MF9,Op1305
Synpcc7942_1731,Synpcc7942_1731,CP000100.1,,1802686,1803171,-,conserved hypothetical protein,Nucleotide transport and metabolism,Q31MF8,Op1306
Synpcc7942_1732,Synpcc7942_1732,CP000100.1,,1803168,1803578,-,conserved hypothetical protein,No COG annotation,Q31MF7,Op1306
Synpcc7942_1733,sufR,CP000100.1,,1803575,1804219,-,transcriptional regulator,Transcription,Q31MF6,Op1306
Synpcc7942_1734,ftrC,CP000100.1,,1804395,1804757,+,ferredoxin-thioredoxin reductase catalytic chain,Energy production and conversion,Q31MF5,Op1307
Synpcc7942_1735,sufB,CP000100.1,,1804805,1806244,+,Iron-regulated ABC transporter membrane component SufB,"Post-translational modification, protein turnover, and chaperones",Q31MF4,Op1308
Synpcc7942_1736,sufC,CP000100.1,,1806290,1807075,+,Iron-regulated ABC transporter ATPase subunit SufC,"Post-translational modification, protein turnover, and chaperones",Q31MF3,Op1309
Synpcc7942_1737,sufD,CP000100.1,,1807075,1808403,+,Iron-regulated ABC transporter permease protein SufD,"Post-translational modification, protein turnover, and chaperones",Q31MF2,Op1309
Synpcc7942_1738,sufS,CP000100.1,,1808413,1809672,+,cysteine desulfurase,Amino acid transport and metabolism,Q31MF1,Op1309
Synpcc7942_1739,merR,CP000100.1,,1809717,1810142,+,transcriptional regulator%2C MerR family,Transcription,Q31MF0,Op1310
Synpcc7942_1740,Synpcc7942_1740,CP000100.1,,1810183,1811088,-,UDP-N-acetylmuramate dehydrogenase,Cell wall/membrane/envelope biogenesis,P95837,Op1311
Synpcc7942_1741,Synpcc7942_1741,CP000100.1,,1811099,1812535,-,UDP-N-acetylmuramate--L-alanine ligase,Cell wall/membrane/envelope biogenesis,P95836,Op1311
Synpcc7942_1742,gap2,CP000100.1,,1812814,1813833,+,glyceraldehyde 3-phosphate dehydrogenase (NADP+),Energy production and conversion,Q9R6W2,Op1312
Synpcc7942_1743,ndhH,CP000100.1,,1814092,1815276,+,NADH dehydrogenase (ubiquinone),Energy production and conversion,Q31ME6,Op1313
Synpcc7942_1744,Synpcc7942_1744,CP000100.1,,1815423,1815833,+,conserved hypothetical protein,Coenzyme transport and metabolism,Q31ME5,Op1314
Synpcc7942_1745,Synpcc7942_1745,CP000100.1,,1815848,1816393,-,conserved hypothetical protein,Signal transduction mechanisms,Q31ME4,Op1315
Synpcc7942_1746,sigA2,CP000100.1,,1816600,1817562,-,group2 RNA polymerase sigma factor SigB,Transcription,Q31ME3,Op1316
Synpcc7942_1747,Synpcc7942_1747,CP000100.1,,1817778,1818962,-,conserved hypothetical protein,Function unknown,Q31ME2,Op1317
Synpcc7942_1748,Synpcc7942_1748,CP000100.1,,1818990,1819751,-,conserved hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",Q31ME1,Op1317
Synpcc7942_1749,petF4,CP000100.1,,1819754,1820146,-,ferredoxin,Energy production and conversion,Q31ME0,Op1317
Synpcc7942_1750,Synpcc7942_1750,CP000100.1,,1820146,1820532,-,conserved hypothetical protein YCF35,Function unknown,Q31MD9,Op1317
Synpcc7942_1751,Synpcc7942_1751,CP000100.1,,1820575,1820778,-,conserved hypothetical protein,Function unknown,Q31MD8,Op1318
Synpcc7942_1752,Synpcc7942_1752,CP000100.1,,1821018,1821770,-,Armadillo:PBS lyase HEAT-like repeat,Energy production and conversion,Q31MD7,Op1319
Synpcc7942_1753,Synpcc7942_1753,CP000100.1,,1821890,1822354,-,conserved hypothetical protein,Transcription,Q31MD6,Op1320
Synpcc7942_1754,-,CP000100.1,,1822345,1822497,-,conserved hypothetical protein,No COG annotation,Q31MD5,Op1321
Synpcc7942_1755,Synpcc7942_1755,CP000100.1,,1822494,1824227,-,conserved hypothetical protein,Inorganic ion transport and metabolism,Q31MD4,Op1320
Synpcc7942_1756,Synpcc7942_1756,CP000100.1,,1824236,1824511,-,hypothetical protein,No COG annotation,Q31MD3,Op1322
Synpcc7942_1757,-,CP000100.1,,1824648,1824935,+,hypothetical protein,No COG annotation,Q31MD2,Op1323
Synpcc7942_1758,Synpcc7942_1758,CP000100.1,,1825182,1826267,-,conserved hypothetical protein,"Translation, ribosomal structure and biogenesis",Q31MD1,Op1324
Synpcc7942_1759,hli3,CP000100.1,,1826249,1826452,-,CAB/ELIP/HLIP-related protein,Function unknown,Q31MD0,Op1325
Synpcc7942_1760,ald,CP000100.1,,1826528,1827619,+,L-alanine dehydrogenase,Energy production and conversion,Q31MC9,Op1326
Synpcc7942_1761,Synpcc7942_1761,CP000100.1,,1827800,1829530,+,conserved hypothetical protein,Cell wall/membrane/envelope biogenesis,Q31MC8,Op1327
Synpcc7942_1762,Synpcc7942_1762,CP000100.1,,1829577,1831028,+,conserved hypothetical protein,Carbohydrate transport and metabolism,Q31MC7,Op1328
Synpcc7942_1763,Synpcc7942_1763,CP000100.1,,1831028,1831846,+,inositol monophosphate family protein,Carbohydrate transport and metabolism,Q31MC6,Op1328
Synpcc7942_1764,Synpcc7942_1764,CP000100.1,,1831862,1832230,+,conserved hypothetical protein,Inorganic ion transport and metabolism,Q31MC5,Op1328
Synpcc7942_1765,Synpcc7942_1765,CP000100.1,,1832303,1832806,-,conserved hypothetical protein,No COG annotation,Q31MC4,Op1329
Synpcc7942_1766,cydB,CP000100.1,,1832998,1834029,-,cytochrome d ubiquinol oxidase%2C subunit II,Energy production and conversion,Q31MC3,Op1330
Synpcc7942_1767,cydA,CP000100.1,,1834078,1835490,-,cytochrome oxidase d subunit I,Energy production and conversion,Q31MC2,Op1331
Synpcc7942_1768,Synpcc7942_1768,CP000100.1,,1835596,1836408,+,conserved hypothetical protein,No COG annotation,Q31MC1,Op1332
Synpcc7942_1769,Synpcc7942_1769,CP000100.1,,1836408,1836794,+,conserved hypothetical protein,No COG annotation,Q31MC0,Op1332
Synpcc7942_1770,Synpcc7942_1770,CP000100.1,,1836751,1837047,-,conserved hypothetical protein,No COG annotation,Q31MB9,Op1333
Synpcc7942_1771,ffh,CP000100.1,,1837162,1838652,+,signal recognition particle subunit FFH/SRP54 (srp54),"Intracellular trafficking, secretion, and vesicular transport",Q55311,Op1334
Synpcc7942_1772,rpsP,CP000100.1,,1838756,1839004,+,SSU ribosomal protein S16P,"Translation, ribosomal structure and biogenesis",Q31MB7,Op1335
Synpcc7942_1773,Synpcc7942_1773,CP000100.1,,1839008,1839325,+,hypothetical protein,Function unknown,Q31MB6,Op1335
Synpcc7942_1774,rpsU,CP000100.1,,1839385,1839558,+,SSU ribosomal protein S21P,"Translation, ribosomal structure and biogenesis",Q31MB5,Op1336
Synpcc7942_1775,phoH,CP000100.1,,1839685,1840650,+,phosphate starvation-induced protein,Signal transduction mechanisms,Q31MB4,Op1337
Synpcc7942_1776,Synpcc7942_1776,CP000100.1,,1840742,1840999,+,hypothetical protein,No COG annotation,Q31MB3,Op1338
Synpcc7942_1777,Synpcc7942_1777,CP000100.1,,1841045,1841998,+,conserved hypothetical protein,"Replication, recombination and repair",Q31MB2,Op1339
Synpcc7942_1778,Synpcc7942_1778,CP000100.1,,1842010,1843869,-,conserved hypothetical protein,Function unknown,Q31MB1,Op1340
Synpcc7942_1779,recN,CP000100.1,,1843941,1845686,+,DNA repair protein RecN,"Replication, recombination and repair",Q31MB0,Op1341
Synpcc7942_1780,mutL,CP000100.1,,1845760,1847385,+,DNA mismatch repair protein MutL,"Replication, recombination and repair",Q31MA9,Op1342
Synpcc7942_1781,Synpcc7942_1781,CP000100.1,,1847468,1847743,-,conserved hypothetical protein,Coenzyme transport and metabolism,Q31MA8,Op1343
Synpcc7942_1782,thrC1,CP000100.1,,1847829,1849121,-,L-threonine synthase,Coenzyme transport and metabolism,Q31MA7,Op1344
Synpcc7942_1783,Synpcc7942_1783,CP000100.1,,1849303,1852170,+,conserved hypothetical protein,Function unknown,Q31MA6,Op1345
Synpcc7942_1784,sigF2,CP000100.1,,1852529,1853311,+,group3 RNA polymerase sigma factor SigF,Transcription,Q31MA5,Op1346
Synpcc7942_1785,Synpcc7942_1785,CP000100.1,,1853308,1853718,-,conserved hypothetical protein,Function unknown,Q31MA4,Op1347
Synpcc7942_1786,Synpcc7942_1786,CP000100.1,,1853723,1854250,-,conserved hypothetical protein YCF51,Function unknown,Q31MA3,Op1347
Synpcc7942_1787,Synpcc7942_1787,CP000100.1,,1854247,1854729,-,SUF system FeS assembly protein,Energy production and conversion,Q31MA2,Op1347
Synpcc7942_1788,Synpcc7942_1788,CP000100.1,,1855204,1859910,+,conserved hypothetical protein,Cell wall/membrane/envelope biogenesis,Q31MA1,Op1348
Synpcc7942_1789,dnaJ2,CP000100.1,,1860032,1861012,+,Heat shock protein DnaJ-like,"Post-translational modification, protein turnover, and chaperones",Q31MA0,Op1349
Synpcc7942_1790,dam,CP000100.1,,1861019,1861810,+,DNA adenine methylase,Coenzyme transport and metabolism,Q31M99,Op1349
Synpcc7942_1791,Synpcc7942_1791,CP000100.1,,1861831,1863066,-,conserved hypothetical protein,Carbohydrate transport and metabolism,Q31M98,Op1350
Synpcc7942_1792,hemB,CP000100.1,,1863290,1864270,+,porphobilinogen synthase,Coenzyme transport and metabolism,P43087,Op1351
Synpcc7942_1793,trx2,CP000100.1,,1864440,1864763,+,thioredoxin,"Post-translational modification, protein turnover, and chaperones",Q31M96,Op1352
Synpcc7942_1794,Synpcc7942_1794,CP000100.1,,1864768,1865946,+,aminotransferase,Amino acid transport and metabolism,Q31M95,Op1352
Synpcc7942_1795,smpB,CP000100.1,,1865979,1866443,-,SsrA-binding protein,"Translation, ribosomal structure and biogenesis",Q31M94,Op1353
Synpcc7942_1796,Synpcc7942_1796,CP000100.1,,1866456,1866749,-,conserved hypothetical protein,No COG annotation,Q31M93,Op1353
Synpcc7942_1797,Synpcc7942_1797,CP000100.1,,1866873,1867376,+,conserved hypothetical protein,No COG annotation,Q31M92,Op1354
Synpcc7942_1798,Synpcc7942_1798,CP000100.1,,1867864,1868490,+,conserved hypothetical protein,No COG annotation,Q31M91,Op1355
Synpcc7942_1799,hypE,CP000100.1,,1868940,1869971,+,Hydrogenase expression/formation protein HypE,"Post-translational modification, protein turnover, and chaperones",Q31M90,Op1356
Synpcc7942_1800,Synpcc7942_1800,CP000100.1,,1869943,1870455,+,conserved hypothetical protein,Cell motility,Q31M89,Op1357
Synpcc7942_1801,Synpcc7942_1801,CP000100.1,,1870692,1871408,+,conserved hypothetical protein,Function unknown,Q31M88,Op1358
Synpcc7942_1802,Synpcc7942_1802,CP000100.1,,1871523,1873145,-,response regulator receiver domain protein (CheY-like),Transcription,Q31M87,Op1359
Synpcc7942_1803,Synpcc7942_1803,CP000100.1,,1873351,1873782,-,putative ferric uptake regulator%2C FUR family,Inorganic ion transport and metabolism,Q31M86,Op1360
Synpcc7942_1804,Synpcc7942_1804,CP000100.1,,1873843,1874397,-,conserved hypothetical protein,No COG annotation,Q31M85,Op1361
Synpcc7942_1805,hetI,CP000100.1,,1874474,1875253,-,HetI protein-like,No COG annotation,Q31M84,Op1362
Synpcc7942_1806,prxQ-A2,CP000100.1,,1875268,1875741,+,bacterioferritin comigratory protein,"Post-translational modification, protein turnover, and chaperones",Q31M83,Op1363
Synpcc7942_1807,Synpcc7942_1807,CP000100.1,,1875797,1876243,+,mutator MutT-like,Nucleotide transport and metabolism,Q31M82,Op1364
Synpcc7942_1808,coaX,CP000100.1,,1876216,1876959,-,putative transcriptional acitvator%2C Baf,Nucleotide transport and metabolism,Q31M81,Op1365
Synpcc7942_1809,Synpcc7942_1809,CP000100.1,,1877025,1878740,+,flavoprotein,Energy production and conversion,Q31M80,Op1366
Synpcc7942_1810,Synpcc7942_1810,CP000100.1,,1878956,1880710,+,flavoprotein,Energy production and conversion,Q31M79,Op1367
Synpcc7942_1811,Synpcc7942_1811,CP000100.1,,1880981,1884094,+,diguanylate cyclase (GGDEF domain) with PAS/PAC sensor,No COG annotation,Q31M78,Op1368
Synpcc7942_1812,Synpcc7942_1812,CP000100.1,,1884096,1884374,-,hypothetical protein,No COG annotation,Q8GJK4,Op1369
Synpcc7942_1813,htpG,CP000100.1,,1884434,1886350,-,ATP-binding region%2C ATPase-like,"Post-translational modification, protein turnover, and chaperones",Q79N42,Op1370
Synpcc7942_1814,Synpcc7942_1814,CP000100.1,,1886477,1887205,-,cyclic nucleotide-binding domain (cNMP-BD) protein,Signal transduction mechanisms,Q31M75,Op1371
Synpcc7942_1815,Synpcc7942_1815,CP000100.1,,1887216,1888451,-,response regulator receiver domain protein (CheY-like),Signal transduction mechanisms,Q31M74,Op1371
